ENSG00000000003 ENST00000373020
ENSG00000149582 ENST00000313236
ENSG00000149591 ENST00000532870
ENSG00000149596 ENST00000372980
ENSG00000149599 ENST00000339738
ENSG00000149600 ENST00000278980
ENSG00000149609 ENST00000375222
ENSG00000149633 ENST00000279024
ENSG00000149634 ENST00000372519
ENSG00000149635 ENST00000279028
ENSG00000149636 ENST00000426836
ENSG00000149639 ENST00000237536
ENSG00000149646 ENST00000349339
ENSG00000149651 ENST00000279058
ENSG00000149654 ENST00000537909
ENSG00000149657 ENST00000279068
ENSG00000149658 ENST00000370339
ENSG00000149679 ENST00000279101
ENSG00000149716 ENST00000279147
ENSG00000149735 ENST00000279168
ENSG00000149742 ENST00000279178
ENSG00000149743 ENST00000394546
ENSG00000149761 ENST00000279206
ENSG00000149781 ENST00000279227
ENSG00000149782 ENST00000540288
ENSG00000149792 ENST00000279242
ENSG00000149798 ENST00000279249
ENSG00000149806 ENST00000529639
ENSG00000149809 ENST00000279263
ENSG00000149823 ENST00000279281
ENSG00000149922 ENST00000395224
ENSG00000149923 ENST00000279387
ENSG00000149925 ENST00000395248
ENSG00000149926 ENST00000380495
ENSG00000149927 ENST00000350119
ENSG00000149929 ENST00000279392
ENSG00000149930 ENST00000308893
ENSG00000149932 ENST00000566848
ENSG00000149948 ENST00000536545
ENSG00000149968 ENST00000299855
ENSG00000149970 ENST00000379510
ENSG00000149972 ENST00000524871
ENSG00000150045 ENST00000617889
ENSG00000150048 ENST00000315330
ENSG00000150051 ENST00000375790
ENSG00000150054 ENST00000337532
ENSG00000150076 ENST00000375025
ENSG00000150093 ENST00000396033
ENSG00000150201 ENST00000616495
ENSG00000150261 ENST00000279783
ENSG00000150269 ENST00000279791
ENSG00000150275 ENST00000373957
ENSG00000150281 ENST00000279804
ENSG00000150316 ENST00000279839
ENSG00000150347 ENST00000279873
ENSG00000150361 ENST00000377844
ENSG00000150394 ENST00000577390
ENSG00000150401 ENST00000478244
ENSG00000150403 ENST00000434316
ENSG00000150433 ENST00000531909
ENSG00000150455 ENST00000392678
ENSG00000150456 ENST00000382758
ENSG00000150457 ENST00000382592
ENSG00000150459 ENST00000621421
ENSG00000150471 ENST00000514591
ENSG00000150477 ENST00000280020
ENSG00000150510 ENST00000280057
ENSG00000150526 ENST00000280082
ENSG00000150527 ENST00000396158
ENSG00000150540 ENST00000280097
ENSG00000150551 ENST00000397463
ENSG00000150556 ENST00000409642
ENSG00000150593 ENST00000280154
ENSG00000150594 ENST00000280155
ENSG00000150625 ENST00000280187
ENSG00000150627 ENST00000280190
ENSG00000150628 ENST00000280191
ENSG00000150630 ENST00000618562
ENSG00000150636 ENST00000360242
ENSG00000150637 ENST00000280200
ENSG00000150656 ENST00000358821
ENSG00000150667 ENST00000350221
ENSG00000150672 ENST00000376104
ENSG00000150676 ENST00000280245
ENSG00000150681 ENST00000367460
ENSG00000150687 ENST00000280258
ENSG00000150712 ENST00000382142
ENSG00000150722 ENST00000280295
ENSG00000150750 ENST00000637637
ENSG00000150753 ENST00000280326
ENSG00000150756 ENST00000511437
ENSG00000150760 ENST00000623213
ENSG00000150764 ENST00000440460
ENSG00000150768 ENST00000280346
ENSG00000150773 ENST00000280350
ENSG00000150776 ENST00000393047
ENSG00000150779 ENST00000541231
ENSG00000150782 ENST00000280357
ENSG00000150783 ENST00000280358
ENSG00000150787 ENST00000280362
ENSG00000150867 ENST00000376573
ENSG00000150873 ENST00000381585
ENSG00000150893 ENST00000280481
ENSG00000150907 ENST00000379561
ENSG00000150938 ENST00000280527
ENSG00000150961 ENST00000280551
ENSG00000150967 ENST00000542678
ENSG00000150977 ENST00000280571
ENSG00000150990 ENST00000308736
ENSG00000150991 ENST00000536769
ENSG00000150995 ENST00000302640
ENSG00000151005 ENST00000280605
ENSG00000151006 ENST00000280606
ENSG00000151012 ENST00000280612
ENSG00000151014 ENST00000280614
ENSG00000151023 ENST00000331161
ENSG00000151025 ENST00000376351
ENSG00000151062 ENST00000382722
ENSG00000151065 ENST00000280665
ENSG00000151067 ENST00000347598
ENSG00000151079 ENST00000280684
ENSG00000151090 ENST00000396671
ENSG00000151092 ENST00000280700
ENSG00000151093 ENST00000280701
ENSG00000151116 ENST00000396197
ENSG00000151117 ENST00000280734
ENSG00000151131 ENST00000552951
ENSG00000151135 ENST00000280756
ENSG00000151136 ENST00000280758
ENSG00000151148 ENST00000342494
ENSG00000151150 ENST00000280772
ENSG00000151151 ENST00000373935
ENSG00000151164 ENST00000392672
ENSG00000151176 ENST00000280800
ENSG00000151208 ENST00000372391
ENSG00000151224 ENST00000372213
ENSG00000151229 ENST00000280871
ENSG00000151233 ENST00000398675
ENSG00000151239 ENST00000548315
ENSG00000151240 ENST00000280886
ENSG00000151247 ENST00000505992
ENSG00000151276 ENST00000402939
ENSG00000151287 ENST00000376032
ENSG00000151292 ENST00000360683
ENSG00000151304 ENST00000339397
ENSG00000151320 ENST00000280979
ENSG00000151322 ENST00000356141
ENSG00000151327 ENST00000280987
ENSG00000151332 ENST00000416007
ENSG00000151338 ENST00000327441
ENSG00000151348 ENST00000395673
ENSG00000151353 ENST00000281017
ENSG00000151360 ENST00000252505
ENSG00000151364 ENST00000353172
ENSG00000151365 ENST00000281030
ENSG00000151366 ENST00000281031
ENSG00000151376 ENST00000543262
ENSG00000151379 ENST00000281047
ENSG00000151388 ENST00000504830
ENSG00000151413 ENST00000281081
ENSG00000151414 ENST00000367385
ENSG00000151418 ENST00000281087
ENSG00000151422 ENST00000281092
ENSG00000151445 ENST00000553888
ENSG00000151458 ENST00000504087
ENSG00000151461 ENST00000356352
ENSG00000151465 ENST00000281141
ENSG00000151466 ENST00000281142
ENSG00000151468 ENST00000378825
ENSG00000151470 ENST00000281146
ENSG00000151474 ENST00000357447
ENSG00000151475 ENST00000281154
ENSG00000151490 ENST00000281171
ENSG00000151491 ENST00000281172
ENSG00000151498 ENST00000281182
ENSG00000151500 ENST00000341541
ENSG00000151502 ENST00000281187
ENSG00000151503 ENST00000534548
ENSG00000151532 ENST00000393077
ENSG00000151552 ENST00000281243
ENSG00000151553 ENST00000369248
ENSG00000151572 ENST00000392977
ENSG00000151575 ENST00000352903
ENSG00000151576 ENST00000485050
ENSG00000151577 ENST00000383673
ENSG00000151611 ENST00000281317
ENSG00000151612 ENST00000508784
ENSG00000151615 ENST00000281321
ENSG00000151617 ENST00000324300
ENSG00000151623 ENST00000358102
ENSG00000151640 ENST00000338492
ENSG00000151651 ENST00000445355
ENSG00000151655 ENST00000358415
ENSG00000151657 ENST00000379562
ENSG00000151665 ENST00000281382
ENSG00000151687 ENST00000520309
ENSG00000151689 ENST00000392329
ENSG00000151690 ENST00000392328
ENSG00000151692 ENST00000320892
ENSG00000151693 ENST00000281419
ENSG00000151694 ENST00000310823
ENSG00000151702 ENST00000527786
ENSG00000151704 ENST00000392664
ENSG00000151715 ENST00000281441
ENSG00000151718 ENST00000403733
ENSG00000151725 ENST00000281453
ENSG00000151726 ENST00000515030
ENSG00000151729 ENST00000281456
ENSG00000151743 ENST00000281471
ENSG00000151746 ENST00000281474
ENSG00000151773 ENST00000444614
ENSG00000151778 ENST00000379179
ENSG00000151779 ENST00000281513
ENSG00000151789 ENST00000281523
ENSG00000151790 ENST00000536354
ENSG00000151806 ENST00000281543
ENSG00000151812 ENST00000556826
ENSG00000151834 ENST00000510861
ENSG00000151835 ENST00000382292
ENSG00000151838 ENST00000537690
ENSG00000151849 ENST00000381884
ENSG00000151876 ENST00000281623
ENSG00000151881 ENST00000500337
ENSG00000151882 ENST00000361115
ENSG00000151892 ENST00000355422
ENSG00000151893 ENST00000369151
ENSG00000151914 ENST00000312431
ENSG00000151917 ENST00000370746
ENSG00000151923 ENST00000369093
ENSG00000151929 ENST00000369085
ENSG00000151948 ENST00000281703
ENSG00000151952 ENST00000422113
ENSG00000151962 ENST00000281722
ENSG00000151967 ENST00000445224
ENSG00000152034 ENST00000281806
ENSG00000152049 ENST00000281830
ENSG00000152056 ENST00000396654
ENSG00000152061 ENST00000251507
ENSG00000152078 ENST00000370203
ENSG00000152092 ENST00000361833
ENSG00000152102 ENST00000409185
ENSG00000152104 ENST00000366956
ENSG00000152127 ENST00000409645
ENSG00000152128 ENST00000281924
ENSG00000152133 ENST00000409774
ENSG00000152137 ENST00000281938
ENSG00000152147 ENST00000281950
ENSG00000152154 ENST00000281961
ENSG00000152192 ENST00000377208
ENSG00000152193 ENST00000282003
ENSG00000152207 ENST00000282018
ENSG00000152208 ENST00000282020
ENSG00000152213 ENST00000282026
ENSG00000152214 ENST00000326695
ENSG00000152217 ENST00000282030
ENSG00000152219 ENST00000282032
ENSG00000152223 ENST00000282041
ENSG00000152229 ENST00000409746
ENSG00000152234 ENST00000398752
ENSG00000152240 ENST00000282058
ENSG00000152242 ENST00000615052
ENSG00000152253 ENST00000282074
ENSG00000152254 ENST00000375363
ENSG00000152256 ENST00000392571
ENSG00000152266 ENST00000282091
ENSG00000152270 ENST00000282096
ENSG00000152284 ENST00000282111
ENSG00000152291 ENST00000409232
ENSG00000152292 ENST00000340326
ENSG00000152315 ENST00000282146
ENSG00000152332 ENST00000489294
ENSG00000152348 ENST00000282185
ENSG00000152359 ENST00000428202
ENSG00000152377 ENST00000394945
ENSG00000152380 ENST00000282226
ENSG00000152382 ENST00000367874
ENSG00000152402 ENST00000282249
ENSG00000152404 ENST00000282251
ENSG00000152409 ENST00000396137
ENSG00000152413 ENST00000334082
ENSG00000152422 ENST00000511817
ENSG00000152430 ENST00000321801
ENSG00000152433 ENST00000282282
ENSG00000152443 ENST00000317178
ENSG00000152454 ENST00000282308
ENSG00000152455 ENST00000354919
ENSG00000152463 ENST00000378217
ENSG00000152464 ENST00000616640
ENSG00000152465 ENST00000378165
ENSG00000152467 ENST00000282326
ENSG00000152475 ENST00000427624
ENSG00000152484 ENST00000282344
ENSG00000152492 ENST00000392456
ENSG00000152495 ENST00000282356
ENSG00000152503 ENST00000282369
ENSG00000152518 ENST00000282388
ENSG00000152520 ENST00000380958
ENSG00000152527 ENST00000282406
ENSG00000152556 ENST00000340802
ENSG00000152558 ENST00000398136
ENSG00000152578 ENST00000282499
ENSG00000152580 ENST00000282466
ENSG00000152582 ENST00000356031
ENSG00000152583 ENST00000418378
ENSG00000152591 ENST00000399271
ENSG00000152592 ENST00000339673
ENSG00000152595 ENST00000395102
ENSG00000152601 ENST00000282486
ENSG00000152611 ENST00000397367
ENSG00000152620 ENST00000381937
ENSG00000152642 ENST00000282541
ENSG00000152669 ENST00000282572
ENSG00000152670 ENST00000505374
ENSG00000152683 ENST00000379343
ENSG00000152684 ENST00000274311
ENSG00000152689 ENST00000403687
ENSG00000152700 ENST00000402673
ENSG00000152705 ENST00000282611
ENSG00000152749 ENST00000376958
ENSG00000152760 ENST00000282670
ENSG00000152763 ENST00000371026
ENSG00000152766 ENST00000371930
ENSG00000152767 ENST00000627049
ENSG00000152778 ENST00000371795
ENSG00000152779 ENST00000371790
ENSG00000152782 ENST00000307534
ENSG00000152784 ENST00000339711
ENSG00000152785 ENST00000282701
ENSG00000152795 ENST00000621267
ENSG00000152804 ENST00000282728
ENSG00000152818 ENST00000367545
ENSG00000152822 ENST00000361719
ENSG00000152894 ENST00000532331
ENSG00000152904 ENST00000282841
ENSG00000152910 ENST00000611870
ENSG00000152926 ENST00000282869
ENSG00000152932 ENST00000282878
ENSG00000152936 ENST00000458174
ENSG00000152939 ENST00000325631
ENSG00000152942 ENST00000509734
ENSG00000152944 ENST00000282892
ENSG00000152952 ENST00000282903
ENSG00000152953 ENST00000282908
ENSG00000152954 ENST00000378478
ENSG00000152969 ENST00000409021
ENSG00000152977 ENST00000282928
ENSG00000152990 ENST00000334304
ENSG00000153002 ENST00000491148
ENSG00000153006 ENST00000513458
ENSG00000153012 ENST00000382114
ENSG00000153015 ENST00000381070
ENSG00000153037 ENST00000505459
ENSG00000153044 ENST00000283006
ENSG00000153046 ENST00000397588
ENSG00000153048 ENST00000396593
ENSG00000153060 ENST00000283025
ENSG00000153064 ENST00000322953
ENSG00000153066 ENST00000356957
ENSG00000153071 ENST00000320816
ENSG00000153086 ENST00000356140
ENSG00000153093 ENST00000439055
ENSG00000153094 ENST00000393256
ENSG00000153113 ENST00000395812
ENSG00000153130 ENST00000608372
ENSG00000153132 ENST00000325617
ENSG00000153140 ENST00000522083
ENSG00000153147 ENST00000283131
ENSG00000153157 ENST00000283141
ENSG00000153162 ENST00000283147
ENSG00000153179 ENST00000542104
ENSG00000153187 ENST00000283179
ENSG00000153207 ENST00000326225
ENSG00000153208 ENST00000295408
ENSG00000153214 ENST00000283206
ENSG00000153230 ENST00000283225
ENSG00000153233 ENST00000283228
ENSG00000153234 ENST00000339562
ENSG00000153237 ENST00000283233
ENSG00000153246 ENST00000283243
ENSG00000153250 ENST00000348849
ENSG00000153253 ENST00000283254
ENSG00000153266 ENST00000283268
ENSG00000153283 ENST00000283285
ENSG00000153291 ENST00000371347
ENSG00000153292 ENST00000371253
ENSG00000153294 ENST00000283303
ENSG00000153303 ENST00000283309
ENSG00000153310 ENST00000519824
ENSG00000153317 ENST00000518721
ENSG00000153339 ENST00000283351
ENSG00000153347 ENST00000283357
ENSG00000153391 ENST00000441607
ENSG00000153395 ENST00000283415
ENSG00000153404 ENST00000283426
ENSG00000153406 ENST00000574733
ENSG00000153443 ENST00000283474
ENSG00000153446 ENST00000315997
ENSG00000153485 ENST00000415050
ENSG00000153487 ENST00000375774
ENSG00000153495 ENST00000283547
ENSG00000153531 ENST00000375418
ENSG00000153551 ENST00000334983
ENSG00000153558 ENST00000484457
ENSG00000153560 ENST00000283629
ENSG00000153563 ENST00000409511
ENSG00000153574 ENST00000283646
ENSG00000153707 ENST00000381196
ENSG00000153714 ENST00000319264
ENSG00000153721 ENST00000607772
ENSG00000153767 ENST00000283875
ENSG00000153774 ENST00000283882
ENSG00000153786 ENST00000564466
ENSG00000153789 ENST00000539556
ENSG00000153790 ENST00000409280
ENSG00000153802 ENST00000283916
ENSG00000153814 ENST00000283928
ENSG00000153815 ENST00000537098
ENSG00000153820 ENST00000392056
ENSG00000153822 ENST00000585558
ENSG00000153823 ENST00000392054
ENSG00000153827 ENST00000389044
ENSG00000153832 ENST00000283946
ENSG00000153879 ENST00000284000
ENSG00000153885 ENST00000430256
ENSG00000153896 ENST00000329285
ENSG00000153898 ENST00000370608
ENSG00000153902 ENST00000310123
ENSG00000153904 ENST00000284031
ENSG00000153914 ENST00000334121
ENSG00000153922 ENST00000614616
ENSG00000153930 ENST00000318698
ENSG00000153933 ENST00000284061
ENSG00000153936 ENST00000370550
ENSG00000153944 ENST00000284073
ENSG00000153956 ENST00000356860
ENSG00000153975 ENST00000368576
ENSG00000153976 ENST00000284110
ENSG00000153982 ENST00000284116
ENSG00000153989 ENST00000368494
ENSG00000153993 ENST00000284136
ENSG00000154001 ENST00000337537
ENSG00000154007 ENST00000284142
ENSG00000154025 ENST00000395647
ENSG00000154027 ENST00000354567
ENSG00000154040 ENST00000621648
ENSG00000154059 ENST00000284202
ENSG00000154065 ENST00000592179
ENSG00000154079 ENST00000370474
ENSG00000154080 ENST00000618847
ENSG00000154096 ENST00000284240
ENSG00000154099 ENST00000378553
ENSG00000154102 ENST00000284245
ENSG00000154114 ENST00000422003
ENSG00000154118 ENST00000284262
ENSG00000154122 ENST00000284268
ENSG00000154124 ENST00000284274
ENSG00000154127 ENST00000284273
ENSG00000154133 ENST00000306534
ENSG00000154134 ENST00000397801
ENSG00000154143 ENST00000284288
ENSG00000154144 ENST00000441174
ENSG00000154146 ENST00000284292
ENSG00000154153 ENST00000306320
ENSG00000154165 ENST00000284311
ENSG00000154174 ENST00000284320
ENSG00000154175 ENST00000284322
ENSG00000154188 ENST00000517746
ENSG00000154217 ENST00000581322
ENSG00000154222 ENST00000371586
ENSG00000154227 ENST00000284382
ENSG00000154229 ENST00000413366
ENSG00000154237 ENST00000388948
ENSG00000154240 ENST00000392769
ENSG00000154252 ENST00000192314
ENSG00000154258 ENST00000340001
ENSG00000154262 ENST00000284425
ENSG00000154263 ENST00000269081
ENSG00000154265 ENST00000392676
ENSG00000154274 ENST00000284437
ENSG00000154277 ENST00000284440
ENSG00000154305 ENST00000344922
ENSG00000154309 ENST00000284476
ENSG00000154310 ENST00000436636
ENSG00000154319 ENST00000284486
ENSG00000154328 ENST00000284503
ENSG00000154342 ENST00000284523
ENSG00000154358 ENST00000570156
ENSG00000154359 ENST00000398246
ENSG00000154370 ENST00000284551
ENSG00000154380 ENST00000366844
ENSG00000154415 ENST00000284601
ENSG00000154429 ENST00000284617
ENSG00000154438 ENST00000284629
ENSG00000154447 ENST00000284637
ENSG00000154451 ENST00000370459
ENSG00000154473 ENST00000368865
ENSG00000154478 ENST00000284674
ENSG00000154479 ENST00000447353
ENSG00000154485 ENST00000368808
ENSG00000154493 ENST00000284694
ENSG00000154511 ENST00000370310
ENSG00000154518 ENST00000284727
ENSG00000154548 ENST00000452027
ENSG00000154553 ENST00000284770
ENSG00000154556 ENST00000355634
ENSG00000154582 ENST00000622804
ENSG00000154589 ENST00000284818
ENSG00000154611 ENST00000308268
ENSG00000154620 ENST00000284856
ENSG00000154639 ENST00000284878
ENSG00000154640 ENST00000339775
ENSG00000154642 ENST00000284881
ENSG00000154645 ENST00000299295
ENSG00000154646 ENST00000284885
ENSG00000154654 ENST00000400546
ENSG00000154655 ENST00000400105
ENSG00000154678 ENST00000396193
ENSG00000154719 ENST00000307301
ENSG00000154721 ENST00000400532
ENSG00000154723 ENST00000457143
ENSG00000154727 ENST00000354828
ENSG00000154734 ENST00000284984
ENSG00000154736 ENST00000284987
ENSG00000154743 ENST00000284995
ENSG00000154764 ENST00000285018
ENSG00000154767 ENST00000285021
ENSG00000154781 ENST00000383794
ENSG00000154783 ENST00000285046
ENSG00000154803 ENST00000285071
ENSG00000154813 ENST00000488423
ENSG00000154814 ENST00000285083
ENSG00000154822 ENST00000615277
ENSG00000154832 ENST00000412036
ENSG00000154839 ENST00000285116
ENSG00000154845 ENST00000400556
ENSG00000154856 ENST00000355285
ENSG00000154864 ENST00000503781
ENSG00000154889 ENST00000588072
ENSG00000154914 ENST00000285199
ENSG00000154917 ENST00000285208
ENSG00000154920 ENST00000393271
ENSG00000154928 ENST00000398015
ENSG00000154930 ENST00000323482
ENSG00000154945 ENST00000285243
ENSG00000154957 ENST00000322748
ENSG00000154975 ENST00000451037
ENSG00000154978 ENST00000285279
ENSG00000155008 ENST00000373173
ENSG00000155011 ENST00000285311
ENSG00000155016 ENST00000332884
ENSG00000155034 ENST00000382368
ENSG00000155052 ENST00000431078
ENSG00000155066 ENST00000317620
ENSG00000155085 ENST00000424296
ENSG00000155087 ENST00000285402
ENSG00000155090 ENST00000285407
ENSG00000155093 ENST00000389418
ENSG00000155096 ENST00000337198
ENSG00000155097 ENST00000395862
ENSG00000155099 ENST00000285419
ENSG00000155100 ENST00000285420
ENSG00000155111 ENST00000368911
ENSG00000155115 ENST00000329970
ENSG00000155158 ENST00000512701
ENSG00000155189 ENST00000285518
ENSG00000155229 ENST00000438925
ENSG00000155249 ENST00000285600
ENSG00000155252 ENST00000370631
ENSG00000155254 ENST00000285605
ENSG00000155256 ENST00000423811
ENSG00000155265 ENST00000370602
ENSG00000155269 ENST00000382487
ENSG00000155275 ENST00000389737
ENSG00000155287 ENST00000370495
ENSG00000155304 ENST00000285667
ENSG00000155307 ENST00000285670
ENSG00000155313 ENST00000400183
ENSG00000155324 ENST00000513040
ENSG00000155329 ENST00000509437
ENSG00000155330 ENST00000285697
ENSG00000155363 ENST00000413052
ENSG00000155366 ENST00000285735
ENSG00000155367 ENST00000309276
ENSG00000155368 ENST00000627305
ENSG00000155380 ENST00000538576
ENSG00000155393 ENST00000299192
ENSG00000155438 ENST00000285814
ENSG00000155463 ENST00000612549
ENSG00000155465 ENST00000397532
ENSG00000155495 ENST00000285879
ENSG00000155506 ENST00000336314
ENSG00000155508 ENST00000517876
ENSG00000155511 ENST00000518783
ENSG00000155530 ENST00000285928
ENSG00000155542 ENST00000285947
ENSG00000155545 ENST00000381226
ENSG00000155561 ENST00000285968
ENSG00000155592 ENST00000328086
ENSG00000155621 ENST00000334731
ENSG00000155622 ENST00000286049
ENSG00000155629 ENST00000339364
ENSG00000155636 ENST00000286070
ENSG00000155657 ENST00000589042
ENSG00000155659 ENST00000374737
ENSG00000155660 ENST00000286091
ENSG00000155666 ENST00000441782
ENSG00000155714 ENST00000537222
ENSG00000155729 ENST00000359878
ENSG00000155744 ENST00000418596
ENSG00000155749 ENST00000405148
ENSG00000155754 ENST00000439140
ENSG00000155755 ENST00000409883
ENSG00000155760 ENST00000286201
ENSG00000155761 ENST00000336338
ENSG00000155792 ENST00000286234
ENSG00000155816 ENST00000319653
ENSG00000155827 ENST00000389120
ENSG00000155833 ENST00000374798
ENSG00000155846 ENST00000309241
ENSG00000155849 ENST00000310758
ENSG00000155850 ENST00000286298
ENSG00000155858 ENST00000286307
ENSG00000155868 ENST00000286317
ENSG00000155875 ENST00000380534
ENSG00000155876 ENST00000380527
ENSG00000155886 ENST00000341998
ENSG00000155890 ENST00000286349
ENSG00000155893 ENST00000286353
ENSG00000155897 ENST00000286355
ENSG00000155903 ENST00000286364
ENSG00000155906 ENST00000367303
ENSG00000155926 ENST00000427060
ENSG00000155957 ENST00000286424
ENSG00000155959 ENST00000286428
ENSG00000155961 ENST00000369454
ENSG00000155962 ENST00000369449
ENSG00000155966 ENST00000370460
ENSG00000155970 ENST00000318063
ENSG00000155974 ENST00000398016
ENSG00000155975 ENST00000324849
ENSG00000155980 ENST00000455537
ENSG00000156006 ENST00000286479
ENSG00000156009 ENST00000535454
ENSG00000156011 ENST00000327040
ENSG00000156017 ENST00000376834
ENSG00000156026 ENST00000373053
ENSG00000156030 ENST00000286523
ENSG00000156042 ENST00000310715
ENSG00000156049 ENST00000341700
ENSG00000156050 ENST00000286544
ENSG00000156052 ENST00000286548
ENSG00000156076 ENST00000286574
ENSG00000156096 ENST00000305107
ENSG00000156097 ENST00000527748
ENSG00000156103 ENST00000286614
ENSG00000156110 ENST00000286621
ENSG00000156113 ENST00000286628
ENSG00000156127 ENST00000286639
ENSG00000156136 ENST00000286648
ENSG00000156140 ENST00000286657
ENSG00000156150 ENST00000369792
ENSG00000156162 ENST00000414645
ENSG00000156170 ENST00000396124
ENSG00000156171 ENST00000286692
ENSG00000156172 ENST00000286688
ENSG00000156194 ENST00000286719
ENSG00000156206 ENST00000286732
ENSG00000156218 ENST00000286744
ENSG00000156219 ENST00000355810
ENSG00000156222 ENST00000394573
ENSG00000156234 ENST00000286758
ENSG00000156239 ENST00000303775
ENSG00000156253 ENST00000493196
ENSG00000156256 ENST00000334352
ENSG00000156261 ENST00000286788
ENSG00000156265 ENST00000399947
ENSG00000156269 ENST00000286794
ENSG00000156273 ENST00000399921
ENSG00000156282 ENST00000286808
ENSG00000156284 ENST00000399899
ENSG00000156298 ENST00000378482
ENSG00000156299 ENST00000286827
ENSG00000156304 ENST00000286835
ENSG00000156313 ENST00000378505
ENSG00000156345 ENST00000325303
ENSG00000156374 ENST00000369847
ENSG00000156381 ENST00000286918
ENSG00000156395 ENST00000369701
ENSG00000156398 ENST00000369893
ENSG00000156411 ENST00000414262
ENSG00000156414 ENST00000409874
ENSG00000156427 ENST00000274625
ENSG00000156453 ENST00000287008
ENSG00000156463 ENST00000511217
ENSG00000156466 ENST00000287020
ENSG00000156469 ENST00000287025
ENSG00000156471 ENST00000517309
ENSG00000156475 ENST00000394414
ENSG00000156482 ENST00000521291
ENSG00000156486 ENST00000287042
ENSG00000156500 ENST00000370784
ENSG00000156502 ENST00000359655
ENSG00000156504 ENST00000493333
ENSG00000156509 ENST00000428847
ENSG00000156510 ENST00000354624
ENSG00000156515 ENST00000448642
ENSG00000156521 ENST00000287078
ENSG00000156531 ENST00000332070
ENSG00000156535 ENST00000287097
ENSG00000156564 ENST00000338305
ENSG00000156574 ENST00000287139
ENSG00000156575 ENST00000287143
ENSG00000156587 ENST00000287156
ENSG00000156599 ENST00000287169
ENSG00000156603 ENST00000337672
ENSG00000156639 ENST00000287218
ENSG00000156642 ENST00000345330
ENSG00000156650 ENST00000287239
ENSG00000156671 ENST00000542569
ENSG00000156675 ENST00000330843
ENSG00000156687 ENST00000404895
ENSG00000156709 ENST00000287295
ENSG00000156711 ENST00000211287
ENSG00000156735 ENST00000287322
ENSG00000156738 ENST00000534668
ENSG00000156787 ENST00000287380
ENSG00000156795 ENST00000287387
ENSG00000156802 ENST00000287394
ENSG00000156804 ENST00000517956
ENSG00000156831 ENST00000287437
ENSG00000156853 ENST00000287461
ENSG00000156858 ENST00000542965
ENSG00000156860 ENST00000287468
ENSG00000156869 ENST00000287474
ENSG00000156873 ENST00000563588
ENSG00000156875 ENST00000370152
ENSG00000156876 ENST00000287482
ENSG00000156885 ENST00000287490
ENSG00000156886 ENST00000389202
ENSG00000156920 ENST00000394143
ENSG00000156925 ENST00000287538
ENSG00000156928 ENST00000466681
ENSG00000156931 ENST00000625842
ENSG00000156958 ENST00000560031
ENSG00000156959 ENST00000287585
ENSG00000156966 ENST00000287590
ENSG00000156970 ENST00000287598
ENSG00000156973 ENST00000287600
ENSG00000156976 ENST00000323963
ENSG00000156983 ENST00000383829
ENSG00000156990 ENST00000383820
ENSG00000157005 ENST00000287641
ENSG00000157014 ENST00000287652
ENSG00000157017 ENST00000335542
ENSG00000157020 ENST00000383801
ENSG00000157036 ENST00000287675
ENSG00000157045 ENST00000287706
ENSG00000157060 ENST00000367547
ENSG00000157064 ENST00000287713
ENSG00000157077 ENST00000287727
ENSG00000157087 ENST00000360273
ENSG00000157093 ENST00000287748
ENSG00000157103 ENST00000287766
ENSG00000157107 ENST00000430046
ENSG00000157110 ENST00000339877
ENSG00000157111 ENST00000454765
ENSG00000157119 ENST00000287777
ENSG00000157131 ENST00000361249
ENSG00000157152 ENST00000621198
ENSG00000157168 ENST00000287842
ENSG00000157181 ENST00000287859
ENSG00000157184 ENST00000371486
ENSG00000157191 ENST00000443980
ENSG00000157193 ENST00000306052
ENSG00000157211 ENST00000371330
ENSG00000157212 ENST00000404141
ENSG00000157214 ENST00000394621
ENSG00000157216 ENST00000371320
ENSG00000157219 ENST00000287907
ENSG00000157224 ENST00000287916
ENSG00000157227 ENST00000311852
ENSG00000157240 ENST00000287934
ENSG00000157259 ENST00000287957
ENSG00000157303 ENST00000375472
ENSG00000157315 ENST00000288025
ENSG00000157330 ENST00000614859
ENSG00000157343 ENST00000288065
ENSG00000157349 ENST00000288071
ENSG00000157350 ENST00000393640
ENSG00000157353 ENST00000288078
ENSG00000157368 ENST00000429149
ENSG00000157379 ENST00000288111
ENSG00000157388 ENST00000288139
ENSG00000157404 ENST00000288135
ENSG00000157426 ENST00000205214
ENSG00000157429 ENST00000288177
ENSG00000157445 ENST00000474759
ENSG00000157450 ENST00000559209
ENSG00000157456 ENST00000288207
ENSG00000157470 ENST00000288228
ENSG00000157483 ENST00000288235
ENSG00000157500 ENST00000288266
ENSG00000157502 ENST00000337685
ENSG00000157510 ENST00000296721
ENSG00000157514 ENST00000372383
ENSG00000157538 ENST00000309117
ENSG00000157540 ENST00000398960
ENSG00000157542 ENST00000609713
ENSG00000157551 ENST00000328656
ENSG00000157554 ENST00000417133
ENSG00000157557 ENST00000360214
ENSG00000157570 ENST00000340160
ENSG00000157578 ENST00000358268
ENSG00000157593 ENST00000393812
ENSG00000157600 ENST00000372073
ENSG00000157601 ENST00000398600
ENSG00000157613 ENST00000621158
ENSG00000157617 ENST00000380486
ENSG00000157625 ENST00000378933
ENSG00000157637 ENST00000374759
ENSG00000157653 ENST00000288462
ENSG00000157654 ENST00000374530
ENSG00000157657 ENST00000288466
